season,soil_moisture,temperature,humidity,rain_probability,time_of_day,soil_ec,action_state
Monsoon,606,22.1,92,0.52,7,2.6,0
Monsoon,521,23.2,92,0.83,23,1.62,0
Winter,587,21.6,80,0.13,7,1.45,1
Monsoon,726,29.7,94,0.76,10,1.58,0
Post-Monsoon,799,18.1,82,0.39,3,1.96,0
Monsoon,615,24.9,88,0.7,3,1.6,0
Post-Monsoon,328,19.3,72,0.19,0,1.61,0
Monsoon,339,27.9,96,0.61,6,2.06,0
Monsoon,315,28.0,97,0.61,4,1.21,0
Monsoon,745,28.5,97,0.92,9,2.52,0
Winter,636,12.3,78,0.01,21,1.74,1
Pre-Monsoon,469,31.4,63,0.42,10,1.13,0
Monsoon,256,28.9,96,0.97,2,2.56,0
Monsoon,494,25.7,89,0.98,16,1.69,0
Monsoon,832,24.4,93,0.82,6,1.81,0
Monsoon,746,26.0,95,0.71,23,2.66,0
Winter,756,13.4,78,0.13,0,1.37,1
Pre-Monsoon,874,32.5,81,0.39,21,2.29,0
Winter,418,13.7,76,0.05,18,2.52,0
Monsoon,314,25.3,92,0.7,12,1.28,0
Pre-Monsoon,260,26.5,71,0.28,6,1.77,0
Monsoon,910,27.7,87,0.57,17,2.57,0
Monsoon,795,25.7,91,0.93,2,1.58,0
Winter,698,14.8,70,0.08,11,2.44,1
Pre-Monsoon,785,28.0,65,0.56,3,1.31,0
Monsoon,768,27.8,92,0.66,23,3.27,0
Monsoon,402,22.4,89,0.89,8,2.83,0
Winter,607,12.1,66,0.04,4,2.39,1
Monsoon,637,22.3,89,0.65,8,2.89,0
Monsoon,636,22.5,90,1.0,21,2.41,0
Monsoon,778,27.5,91,0.6,16,2.7,0
Pre-Monsoon,877,27.9,61,0.26,23,1.24,1
Monsoon,819,23.3,87,0.68,19,1.41,0
Monsoon,283,23.4,91,0.69,16,0.89,0
Monsoon,758,28.1,96,0.68,4,1.88,0
Monsoon,265,27.5,92,0.69,16,2.87,0
Pre-Monsoon,292,31.7,75,0.24,22,1.89,0
Pre-Monsoon,773,25.6,73,0.21,15,1.71,1
Monsoon,826,26.5,87,0.59,10,2.48,0
Pre-Monsoon,882,30.5,84,0.51,3,2.43,0
Monsoon,276,29.9,95,0.74,16,2.07,0
Post-Monsoon,264,24.9,82,0.31,7,1.35,0
Post-Monsoon,296,20.9,70,0.32,20,1.34,0
Pre-Monsoon,946,31.4,66,0.48,5,2.32,0
Monsoon,678,23.3,94,0.85,0,2.63,0
Winter,597,18.6,74,0.1,0,1.56,1
Monsoon,690,28.5,87,0.73,3,1.52,0
Pre-Monsoon,858,25.4,66,0.21,16,2.52,1
Post-Monsoon,811,26.5,81,0.17,6,2.71,1
Monsoon,882,22.0,92,0.53,22,2.04,0
Winter,685,19.5,69,0.09,12,0.94,3
Winter,508,16.3,68,0.02,23,0.79,0
Pre-Monsoon,609,30.2,67,0.21,18,2.47,1
Monsoon,795,24.2,85,0.86,11,3.14,0
Pre-Monsoon,888,32.8,65,0.12,1,1.47,1
Monsoon,694,22.8,92,0.96,1,1.35,0
Monsoon,871,25.4,97,0.55,10,1.72,0
Post-Monsoon,880,18.2,83,0.24,9,1.65,1
Pre-Monsoon,370,27.6,62,0.14,14,1.24,0
Winter,361,12.9,78,0.01,23,2.45,0
Post-Monsoon,450,20.4,82,0.33,4,0.99,0
Winter,328,19.3,77,0.12,19,1.46,0
Post-Monsoon,761,23.4,71,0.15,22,1.18,3
Pre-Monsoon,322,29.9,75,0.32,13,0.92,4
Monsoon,867,26.2,85,0.56,21,3.08,0
Post-Monsoon,369,27.3,72,0.15,12,1.42,0
Monsoon,865,24.0,97,0.73,4,2.2,0
Pre-Monsoon,401,29.0,61,0.27,3,2.22,0
Monsoon,394,27.9,97,0.84,0,1.44,0
Monsoon,783,26.8,97,0.78,4,3.04,0
Monsoon,524,24.4,86,0.66,1,1.36,0
Monsoon,593,27.8,97,0.76,12,1.92,0
Pre-Monsoon,791,31.7,65,0.6,6,2.09,0
Pre-Monsoon,922,32.4,60,0.37,12,1.0,0
Post-Monsoon,685,23.1,73,0.33,0,2.3,1
Monsoon,672,25.0,97,0.98,16,1.6,0
Post-Monsoon,814,19.5,85,0.1,10,1.47,1
Monsoon,857,23.3,86,0.82,9,2.06,0
Winter,835,20.1,65,0.03,0,1.38,1
Monsoon,550,28.6,94,0.63,12,3.11,0
Winter,909,18.7,74,0.12,15,2.16,1
Post-Monsoon,685,20.1,76,0.18,12,1.57,1
Monsoon,283,30.0,90,0.7,5,1.37,0
Pre-Monsoon,852,26.8,84,0.21,15,2.0,1
Monsoon,257,24.9,98,0.68,0,2.63,0
Monsoon,612,26.6,88,0.99,2,1.37,0
Monsoon,775,29.2,87,0.99,14,2.56,0
Monsoon,885,28.0,93,0.81,12,2.01,0
Monsoon,683,26.3,94,0.73,18,2.15,0
Monsoon,940,25.2,93,0.8,18,1.6,0
Winter,340,16.5,74,0.05,16,2.07,0
Monsoon,389,29.0,91,0.84,12,2.22,0
Monsoon,820,24.7,92,0.83,18,2.35,0
Pre-Monsoon,598,28.5,76,0.53,22,1.12,0
Monsoon,700,29.8,87,0.67,11,2.01,0
Post-Monsoon,665,23.9,76,0.37,9,1.57,0
Monsoon,934,28.0,89,0.71,8,1.54,0
Monsoon,287,22.5,95,0.87,22,1.61,0
Monsoon,915,24.0,86,0.8,0,2.92,0
Monsoon,883,22.7,89,1.0,15,1.43,0
Pre-Monsoon,310,32.2,61,0.37,23,2.56,0
Pre-Monsoon,491,25.1,80,0.16,1,1.23,0
Monsoon,894,26.4,88,0.65,21,2.3,0
Monsoon,591,28.9,89,0.64,0,2.48,0
Monsoon,395,29.8,86,0.77,22,2.88,0
Monsoon,814,22.6,90,0.51,5,2.61,0
Pre-Monsoon,546,26.8,74,0.56,21,0.98,0
Monsoon,387,26.3,94,0.8,10,1.53,0
Post-Monsoon,718,21.7,77,0.36,2,1.66,0
Monsoon,650,22.4,87,0.83,23,2.49,0
Winter,768,19.4,65,0.03,19,1.62,1
Monsoon,257,28.1,90,0.52,6,1.99,0
Post-Monsoon,315,22.3,85,0.19,14,2.34,0
Winter,465,15.7,70,0.06,16,1.74,0
Monsoon,747,23.9,85,1.0,17,1.15,0
Winter,470,14.0,70,0.04,14,2.0,0
Monsoon,786,23.7,94,0.72,23,2.85,0
Winter,635,13.7,77,0.02,20,1.36,1
Pre-Monsoon,275,28.6,69,0.39,16,1.73,0
Pre-Monsoon,758,28.7,62,0.33,7,2.69,1
Pre-Monsoon,367,28.8,84,0.11,23,2.28,0
Monsoon,645,28.5,97,0.76,13,1.29,0
Winter,814,14.1,72,0.15,9,2.8,1
Post-Monsoon,685,24.0,70,0.32,12,2.35,1
Post-Monsoon,651,22.5,77,0.12,13,1.22,1
Monsoon,258,26.9,85,0.84,20,2.53,0
Winter,548,15.5,76,0.01,12,1.48,0
Monsoon,596,24.9,91,0.99,12,2.75,0
Post-Monsoon,800,19.4,78,0.36,23,2.11,0
Winter,403,18.5,69,0.06,23,2.74,0
Winter,661,12.9,65,0.08,3,1.23,1
Post-Monsoon,538,26.7,84,0.4,16,0.98,0
Monsoon,309,24.6,93,0.53,5,0.88,0
Post-Monsoon,370,19.4,80,0.35,5,2.9,0
Monsoon,387,27.7,91,0.97,23,2.05,0
Monsoon,833,22.3,89,0.86,18,1.24,0
Pre-Monsoon,405,25.3,64,0.11,19,1.66,0
Monsoon,914,27.6,97,0.55,4,1.53,0
Pre-Monsoon,461,28.4,75,0.25,15,2.05,0
Monsoon,499,25.8,96,0.56,18,1.77,0
Winter,829,16.8,77,0.01,15,1.18,3
Post-Monsoon,400,21.1,78,0.24,3,2.14,0
Post-Monsoon,794,19.1,75,0.31,7,1.31,1
Winter,334,21.5,69,0.1,19,1.68,0
Monsoon,950,25.8,86,0.67,3,2.65,0
Monsoon,840,22.9,85,0.93,12,2.67,0
Monsoon,349,25.5,88,0.77,13,1.66,0
Monsoon,402,30.0,97,0.53,12,1.41,0
Post-Monsoon,801,27.0,76,0.2,2,1.43,1
Post-Monsoon,774,19.6,70,0.16,21,3.05,2
Monsoon,651,22.9,89,0.97,18,1.28,0
Pre-Monsoon,689,29.7,82,0.49,1,2.82,0
Monsoon,402,23.3,85,0.99,17,2.87,0
Winter,416,20.1,73,0.1,19,1.02,4
Monsoon,292,28.6,91,0.61,8,1.87,0
Post-Monsoon,784,22.0,76,0.38,11,2.19,0
Monsoon,592,28.7,96,0.87,9,2.56,0
Pre-Monsoon,459,26.5,81,0.22,15,2.15,0
Pre-Monsoon,587,31.4,67,0.48,10,2.03,0
Post-Monsoon,909,18.4,80,0.12,23,0.96,3
Monsoon,684,28.4,87,1.0,17,1.45,0
Post-Monsoon,758,18.9,81,0.12,12,1.89,1
Pre-Monsoon,724,25.3,83,0.2,11,1.41,1
Monsoon,667,28.4,90,0.63,6,1.8,0
Post-Monsoon,273,26.4,74,0.3,19,2.23,0
Post-Monsoon,690,26.0,81,0.38,4,1.62,0
Monsoon,334,25.3,94,0.78,21,2.08,0
Monsoon,541,24.9,86,0.8,14,2.05,0
Monsoon,467,26.9,88,0.73,16,1.16,0
Monsoon,519,28.3,90,0.54,14,1.87,0
Winter,287,15.0,73,0.11,4,3.37,0
Pre-Monsoon,624,26.3,75,0.41,11,2.09,0
Post-Monsoon,732,19.4,85,0.16,14,2.34,1
Post-Monsoon,737,19.0,74,0.19,11,2.13,1
Post-Monsoon,464,24.0,83,0.39,23,1.24,0
Monsoon,925,26.4,92,0.86,9,2.01,0
Winter,558,20.4,65,0.13,16,2.22,1
Monsoon,883,25.1,90,0.54,20,1.72,0
Monsoon,644,23.0,92,0.91,13,2.87,0
Winter,716,20.0,66,0.04,3,2.77,1
Winter,309,17.5,65,0.08,9,1.71,0
Monsoon,805,29.6,90,0.85,17,1.85,0
Pre-Monsoon,517,30.7,75,0.53,8,1.97,0
Post-Monsoon,372,22.2,76,0.14,2,1.6,0
Monsoon,732,23.5,94,0.58,1,0.89,0
Monsoon,340,27.6,97,0.52,11,1.71,0
Post-Monsoon,728,25.6,83,0.27,20,1.69,1
Winter,493,21.3,79,0.1,3,1.52,0
Monsoon,596,25.1,85,0.6,9,0.98,0
Monsoon,492,29.4,86,0.51,8,2.56,0
Monsoon,609,28.4,94,0.52,3,1.82,0
Post-Monsoon,849,19.2,83,0.17,8,2.26,1
Pre-Monsoon,773,25.3,66,0.36,12,0.86,0
Post-Monsoon,495,25.7,70,0.34,7,1.87,0
Post-Monsoon,504,21.2,78,0.28,0,2.64,0
Monsoon,674,23.3,85,0.72,8,1.45,0
Winter,268,15.0,78,0.08,12,2.0,0
Monsoon,632,27.5,86,0.69,23,3.11,0
Monsoon,930,29.0,92,0.71,4,2.19,0
Monsoon,818,23.3,98,0.56,0,1.89,0
Monsoon,823,26.4,94,0.51,15,1.78,0
Monsoon,324,25.1,92,0.99,22,2.31,0
Pre-Monsoon,584,25.0,72,0.48,21,1.88,0
Pre-Monsoon,663,28.1,82,0.39,22,1.19,0
Winter,828,18.4,75,0.02,23,1.77,1
Monsoon,799,23.9,92,0.93,23,2.48,0
Monsoon,913,22.0,88,0.62,10,1.37,0
Post-Monsoon,901,19.4,77,0.21,21,2.77,1
Winter,608,13.6,80,0.13,14,1.21,1
Post-Monsoon,572,24.8,84,0.34,12,2.17,1
Monsoon,654,28.8,88,0.97,12,1.23,0
Pre-Monsoon,794,32.9,63,0.4,11,1.68,0
Post-Monsoon,464,24.3,76,0.22,4,2.8,0
Monsoon,577,22.4,86,0.72,10,1.73,0
Pre-Monsoon,774,27.3,77,0.3,3,1.94,1
Pre-Monsoon,584,29.5,73,0.2,21,2.76,1
Monsoon,535,28.5,93,0.61,3,2.35,0
Monsoon,639,22.8,88,0.91,18,1.33,0
Monsoon,568,28.9,92,0.84,8,2.03,0
Monsoon,842,25.7,96,0.6,13,2.77,0
Pre-Monsoon,502,29.4,66,0.44,1,2.49,0
Monsoon,713,22.4,98,0.95,22,3.45,0
Monsoon,551,22.4,94,0.89,3,1.22,0
Winter,690,13.7,73,0.14,0,1.46,1
Monsoon,586,22.2,92,0.89,15,0.77,0
Monsoon,947,22.2,94,0.81,1,1.19,0
Winter,413,17.0,76,0.09,10,1.12,4
Monsoon,601,29.6,85,0.73,0,2.72,0
Monsoon,357,26.1,90,0.61,19,2.04,0
Monsoon,634,22.7,95,0.57,4,2.35,0
Monsoon,468,29.1,89,0.91,13,1.86,0
Pre-Monsoon,710,25.8,67,0.39,18,2.49,0
Monsoon,824,24.5,85,0.94,21,1.97,0
Monsoon,279,28.8,86,0.62,23,1.51,0
Post-Monsoon,528,27.4,78,0.25,21,1.5,0
Monsoon,325,23.3,86,0.93,7,1.27,0
Winter,427,16.6,80,0.05,10,1.74,0
Monsoon,669,26.8,95,0.88,11,0.92,0
Winter,866,21.6,72,0.01,11,2.2,1
Winter,696,12.8,66,0.02,7,1.36,1
Monsoon,878,23.3,86,0.83,4,2.69,0
Post-Monsoon,915,26.8,84,0.23,12,0.95,3
Monsoon,731,24.3,87,1.0,1,2.62,0
Pre-Monsoon,393,31.3,82,0.18,22,1.65,0
Monsoon,397,25.3,97,0.83,5,1.95,0
Monsoon,416,25.1,98,0.57,18,1.66,0
Monsoon,788,23.8,90,0.76,8,1.6,0
Winter,689,18.8,69,0.14,13,2.8,1
Pre-Monsoon,472,30.4,61,0.54,15,1.89,0
Monsoon,254,28.7,96,0.67,10,0.99,0
Post-Monsoon,418,23.7,75,0.13,12,2.65,0
Post-Monsoon,834,19.1,72,0.31,5,1.93,1
Pre-Monsoon,859,29.2,82,0.2,5,1.55,1
Post-Monsoon,593,22.2,79,0.11,1,1.94,1
Monsoon,721,27.9,95,0.81,23,1.67,0
Winter,578,17.8,77,0.08,5,3.45,2
Winter,724,19.1,77,0.04,0,1.24,1
Monsoon,724,28.4,91,0.88,16,2.75,0
Winter,772,12.5,68,0.06,0,2.14,1
Post-Monsoon,312,18.2,74,0.11,16,2.23,0
Post-Monsoon,346,19.6,70,0.22,13,1.17,4
Winter,837,12.8,67,0.08,6,1.93,1
Post-Monsoon,330,24.9,73,0.19,6,1.17,4
Pre-Monsoon,390,27.0,64,0.11,12,2.72,0
Monsoon,757,23.6,96,0.63,21,0.95,0
Post-Monsoon,921,22.5,83,0.2,12,2.4,1
Pre-Monsoon,299,31.7,80,0.44,0,2.2,0
Pre-Monsoon,844,30.9,63,0.28,6,1.87,1
Post-Monsoon,674,18.3,84,0.15,12,1.24,1
Monsoon,792,28.6,91,0.81,12,1.64,0
Pre-Monsoon,295,27.7,64,0.57,6,3.01,0
Monsoon,714,26.8,98,0.61,16,1.5,0
Monsoon,692,23.0,94,0.56,20,1.82,0
Monsoon,469,26.0,93,0.63,1,1.12,0
Monsoon,416,28.0,91,0.97,18,2.24,0
Monsoon,350,28.8,91,0.63,19,1.71,0
Winter,382,20.8,65,0.07,23,1.35,0
Winter,808,16.1,66,0.09,14,2.66,1
Post-Monsoon,395,23.1,85,0.4,16,1.48,0
Winter,753,20.2,79,0.15,7,3.32,2
Monsoon,528,29.3,96,0.78,17,1.39,0
Monsoon,642,26.0,94,0.88,12,0.89,0
Post-Monsoon,350,21.2,76,0.19,19,1.96,0
Winter,406,13.2,75,0.09,6,1.46,0
Monsoon,409,22.5,96,0.81,23,1.94,0
Monsoon,704,28.6,89,0.68,3,0.91,0
Monsoon,699,23.4,88,0.87,7,1.27,0
Monsoon,449,24.0,90,0.56,13,1.68,0
Pre-Monsoon,870,32.8,74,0.15,6,1.62,1
Pre-Monsoon,745,29.3,83,0.27,15,1.26,1
Post-Monsoon,596,19.0,78,0.15,21,1.33,1
Winter,563,17.1,65,0.11,8,1.23,1
Post-Monsoon,868,24.9,82,0.38,22,2.89,0
Winter,584,16.6,73,0.12,2,1.1,3
Monsoon,625,24.7,87,0.88,20,2.63,0
Pre-Monsoon,685,27.8,71,0.28,10,1.44,1
Monsoon,366,26.6,94,0.52,5,1.67,0
Winter,548,18.3,74,0.0,21,1.09,0
Monsoon,835,25.0,93,0.51,23,1.29,0
Pre-Monsoon,571,27.1,72,0.22,23,2.85,2
Post-Monsoon,560,21.6,84,0.32,9,1.95,1
Monsoon,666,23.4,88,0.89,5,2.3,0
Winter,893,15.6,67,0.08,16,0.94,3
Monsoon,493,23.3,98,0.55,11,0.91,0
Monsoon,526,27.3,92,0.7,14,2.42,0
Pre-Monsoon,642,31.0,62,0.33,16,1.98,1
Monsoon,869,22.5,89,0.57,9,1.11,0
Pre-Monsoon,530,30.2,77,0.44,5,1.55,0
Winter,859,15.3,76,0.06,9,2.07,1
Monsoon,469,22.5,86,0.95,11,1.42,0
Monsoon,479,29.2,95,0.86,20,1.99,0
Post-Monsoon,915,26.5,70,0.21,6,1.48,1
Post-Monsoon,251,26.1,82,0.38,8,2.29,0
Post-Monsoon,534,26.8,72,0.25,13,2.21,0
Monsoon,909,26.2,90,0.84,20,1.55,0
Monsoon,429,28.9,86,0.9,0,1.94,0
Pre-Monsoon,399,30.7,82,0.41,8,1.66,0
Monsoon,414,27.1,88,0.86,14,3.12,0
Monsoon,783,27.3,96,0.78,22,2.69,0
Monsoon,448,27.2,95,0.73,5,2.08,0
Monsoon,536,22.1,94,0.88,6,2.63,0
Monsoon,691,28.3,91,0.57,21,1.25,0
Winter,547,19.8,76,0.02,14,1.5,0
Pre-Monsoon,848,26.6,67,0.47,21,2.05,0
Monsoon,378,22.5,87,0.63,6,2.92,0
Monsoon,449,28.2,86,0.78,17,2.63,0
Monsoon,316,23.2,95,0.95,14,2.33,0
Monsoon,737,24.7,87,0.79,10,1.14,0
Winter,498,12.3,67,0.1,17,1.35,0
Post-Monsoon,296,25.7,72,0.39,12,1.38,0
Winter,370,19.9,73,0.01,2,1.37,0
Monsoon,787,27.2,89,0.63,17,2.02,0
Monsoon,414,24.9,92,0.58,16,2.95,0
Monsoon,697,26.4,97,0.53,14,3.08,0
Pre-Monsoon,482,30.3,74,0.13,17,2.5,0
Winter,742,18.1,66,0.1,16,2.11,1
Post-Monsoon,777,19.5,72,0.35,0,1.76,1
Monsoon,660,23.5,91,0.58,18,1.84,0
Monsoon,637,23.6,90,0.72,13,2.96,0
Monsoon,288,28.8,89,0.51,11,2.12,0
Post-Monsoon,480,24.5,72,0.21,6,2.02,0
Winter,319,19.9,66,0.12,19,2.56,0
Monsoon,280,29.1,94,0.66,12,2.39,0
Monsoon,625,23.6,90,1.0,23,1.87,0
Post-Monsoon,861,18.9,81,0.14,15,3.04,2
Monsoon,416,26.8,85,0.67,16,1.94,0
Post-Monsoon,631,22.0,72,0.14,7,1.86,1
Pre-Monsoon,837,25.5,66,0.32,0,2.22,1
Monsoon,651,29.7,94,0.94,11,2.76,0
Monsoon,503,23.5,92,0.57,0,1.96,0
Post-Monsoon,416,25.8,72,0.26,18,2.23,0
Post-Monsoon,295,18.2,82,0.37,6,1.45,0
Pre-Monsoon,711,29.2,76,0.47,21,1.32,0
Monsoon,768,28.4,98,0.96,22,0.79,0
Monsoon,721,24.1,94,0.52,11,1.48,0
Monsoon,288,26.7,87,0.95,6,1.64,0
Monsoon,356,28.3,96,0.71,18,1.29,0
Pre-Monsoon,914,26.0,80,0.22,1,1.7,1
Monsoon,565,24.7,86,0.59,5,2.08,0
Monsoon,362,27.4,98,0.52,18,1.51,0
Post-Monsoon,615,19.6,83,0.22,7,2.3,1
Monsoon,472,25.6,93,0.61,10,2.52,0
Monsoon,530,28.4,90,0.86,1,1.28,0
Monsoon,795,25.9,85,0.77,23,1.99,0
Monsoon,495,25.0,92,0.58,4,1.34,0
Post-Monsoon,742,19.3,70,0.25,0,2.64,1
Pre-Monsoon,493,30.4,61,0.29,19,1.15,0
Monsoon,337,25.1,90,0.71,19,2.57,0
Monsoon,841,23.6,90,0.58,8,1.72,0
Monsoon,396,25.5,90,0.68,14,2.05,0
Winter,737,12.4,67,0.08,10,1.55,1
Pre-Monsoon,908,25.7,81,0.5,1,1.33,0
Monsoon,351,22.6,94,1.0,18,1.59,0
Monsoon,471,24.3,94,0.93,8,1.91,0
Monsoon,413,28.8,98,0.72,15,2.04,0
Monsoon,359,24.1,89,0.89,8,2.05,0
Pre-Monsoon,326,25.3,61,0.11,16,1.87,0
Monsoon,422,25.4,92,0.53,19,1.52,0
Pre-Monsoon,915,28.3,79,0.29,6,1.56,1
Monsoon,378,26.8,87,0.56,23,2.27,0
Monsoon,273,29.5,92,0.83,6,1.65,0
Winter,732,15.0,75,0.08,3,2.2,1
Monsoon,623,26.9,90,0.69,2,0.73,0
Monsoon,718,22.7,95,0.53,14,2.2,0
Monsoon,507,23.6,94,0.9,5,2.72,0
Post-Monsoon,691,24.3,77,0.14,9,1.54,1
Monsoon,735,24.9,92,0.86,9,3.36,0
Monsoon,632,25.1,90,0.53,13,2.03,0
Post-Monsoon,590,26.9,77,0.13,12,1.06,3
Monsoon,646,29.4,98,0.82,20,2.49,0
Monsoon,546,25.8,93,0.61,23,1.99,0
Monsoon,873,25.9,94,0.67,3,2.13,0
Pre-Monsoon,309,28.0,70,0.21,21,1.65,0
Monsoon,412,23.7,92,0.93,16,1.08,0
Post-Monsoon,401,23.9,76,0.14,14,1.78,0
Post-Monsoon,448,23.2,80,0.23,22,2.05,0
Pre-Monsoon,638,26.9,76,0.5,18,1.43,0
Post-Monsoon,431,18.4,75,0.25,11,1.7,0
Monsoon,745,22.4,87,0.87,16,1.58,0
Winter,645,20.7,72,0.02,21,0.96,3
Winter,663,14.1,76,0.04,17,2.3,1
Monsoon,507,23.8,97,0.99,11,1.47,0
Monsoon,462,27.4,95,0.77,5,2.72,0
Pre-Monsoon,615,26.3,76,0.53,18,2.32,0
Pre-Monsoon,809,31.2,66,0.59,19,2.38,0
Winter,759,19.4,67,0.05,5,1.31,1
Monsoon,488,23.6,95,0.75,1,1.85,0
Monsoon,812,28.7,88,0.69,2,1.58,0
Winter,739,19.6,71,0.11,20,1.15,3
Monsoon,487,29.1,85,0.92,3,2.76,0
Winter,654,16.6,72,0.1,3,2.33,1
Monsoon,811,23.0,95,0.83,10,1.51,0
Monsoon,564,29.6,98,0.69,19,2.06,0
Post-Monsoon,425,20.4,76,0.31,3,2.05,0
Pre-Monsoon,268,27.5,76,0.39,16,2.88,0
Post-Monsoon,361,23.3,72,0.2,8,1.66,0
Pre-Monsoon,840,26.8,65,0.31,17,3.02,2
Post-Monsoon,743,27.9,71,0.14,2,2.02,1
Winter,445,20.3,75,0.05,7,1.75,0
Monsoon,267,23.2,98,0.94,2,2.02,0
Post-Monsoon,868,20.3,81,0.11,17,3.18,2
Monsoon,718,26.8,96,0.73,14,1.33,0
Monsoon,451,26.3,91,0.76,1,3.14,0
Monsoon,538,22.3,92,0.97,5,1.15,0
Post-Monsoon,591,27.7,82,0.15,10,1.21,1
Post-Monsoon,535,24.5,72,0.25,1,1.99,0
Winter,833,13.7,80,0.02,9,3.05,2
Post-Monsoon,593,25.5,85,0.14,6,2.02,1
Monsoon,854,26.3,94,0.78,5,1.56,0
Winter,881,20.1,67,0.0,9,0.85,3
Pre-Monsoon,587,26.7,62,0.2,7,1.59,1
Monsoon,819,24.5,88,0.52,13,2.18,0
Pre-Monsoon,923,26.9,69,0.19,6,1.98,1
Monsoon,872,26.9,93,0.98,14,2.78,0
Pre-Monsoon,435,27.8,60,0.58,7,0.91,0
Monsoon,912,22.6,98,0.66,11,2.87,0
Post-Monsoon,767,25.4,73,0.18,0,1.4,1
Winter,656,19.1,73,0.01,5,1.18,3
Winter,909,15.6,66,0.02,3,1.22,1
Monsoon,372,25.9,97,0.62,1,3.16,0
Winter,300,13.4,75,0.08,2,2.23,0
Winter,455,21.3,68,0.05,6,3.03,0
Winter,575,12.1,69,0.13,3,1.64,1
Monsoon,556,25.6,92,0.63,21,0.9,0
Monsoon,813,24.8,92,0.6,2,1.42,0
Post-Monsoon,529,18.6,79,0.11,22,0.95,0
Monsoon,286,24.3,98,0.62,10,1.29,0
Monsoon,713,28.2,91,0.92,13,1.72,0
Monsoon,508,24.4,92,0.91,3,1.51,0
Monsoon,290,25.7,93,0.5,21,1.84,0
Post-Monsoon,301,24.4,71,0.21,13,2.65,0
Pre-Monsoon,630,30.2,71,0.22,11,1.99,1
Winter,880,12.9,71,0.09,10,1.41,1
Monsoon,809,26.8,94,0.68,8,2.53,0
Monsoon,830,22.1,95,0.94,9,2.18,0
Winter,472,15.7,68,0.12,7,2.07,0
Pre-Monsoon,651,30.6,76,0.37,22,2.62,0
Pre-Monsoon,595,29.4,68,0.54,18,1.94,0
Winter,799,14.1,65,0.0,19,2.09,1
Winter,538,16.7,74,0.14,19,3.1,0
Pre-Monsoon,759,31.6,77,0.24,10,1.39,1
Post-Monsoon,839,18.3,82,0.18,7,1.09,3
Monsoon,660,24.5,90,0.69,17,1.71,0
Monsoon,429,22.3,89,0.65,18,1.11,0
Post-Monsoon,396,21.3,84,0.31,1,1.81,0
Monsoon,766,22.9,88,0.6,22,1.89,0
Post-Monsoon,748,21.9,72,0.15,7,2.93,2
Monsoon,415,22.3,90,0.54,10,1.64,0
Winter,859,15.0,79,0.06,15,1.57,1
Post-Monsoon,380,18.6,73,0.27,7,2.82,0
Post-Monsoon,600,23.9,85,0.23,9,2.62,1
Monsoon,300,28.5,97,0.73,23,1.47,0
Pre-Monsoon,709,28.5,65,0.37,14,1.21,0
Pre-Monsoon,710,29.7,60,0.33,20,2.48,1
Monsoon,607,23.3,87,0.54,0,1.34,0
Pre-Monsoon,260,31.1,83,0.3,4,1.29,0
Pre-Monsoon,684,29.4,63,0.48,7,1.16,0
Monsoon,945,29.0,92,0.77,8,1.64,0
Post-Monsoon,693,24.7,78,0.19,15,1.64,1
Monsoon,354,29.4,95,0.74,18,1.87,0
Monsoon,474,28.2,92,0.92,19,1.8,0
Monsoon,751,24.3,89,0.51,1,1.49,0
Post-Monsoon,341,20.4,78,0.27,2,1.97,0
Post-Monsoon,375,20.7,78,0.12,20,1.48,0
Winter,705,18.2,72,0.0,0,2.1,1
Monsoon,759,23.7,86,0.68,9,2.83,0
Monsoon,881,28.4,90,0.98,17,1.99,0
Monsoon,821,29.4,86,0.86,9,1.48,0
Monsoon,263,26.2,88,0.86,10,1.82,0
Monsoon,517,25.9,87,0.7,8,1.45,0
Monsoon,809,29.9,86,0.78,6,2.02,0
Monsoon,262,26.6,89,0.78,12,1.97,0
Winter,627,17.4,73,0.06,19,2.19,1
Monsoon,393,25.7,93,0.65,8,2.31,0
Monsoon,355,27.2,96,0.82,21,1.04,0
Winter,458,20.2,68,0.13,11,1.4,0
Monsoon,407,24.0,94,0.84,17,1.78,0
Post-Monsoon,405,21.4,75,0.16,13,1.35,0
Post-Monsoon,884,21.7,85,0.31,2,1.82,1
Monsoon,782,26.7,98,0.6,7,2.29,0
Post-Monsoon,727,20.3,74,0.22,19,1.58,1
Monsoon,272,23.1,94,0.5,0,2.68,0
Pre-Monsoon,454,31.1,76,0.3,22,0.83,0
Pre-Monsoon,586,27.5,81,0.23,1,2.07,1
Monsoon,530,29.2,86,0.76,11,0.95,0
Pre-Monsoon,875,26.3,73,0.33,7,1.3,1
Winter,613,14.6,73,0.13,2,1.69,1
Winter,315,20.3,80,0.09,13,1.6,0
Pre-Monsoon,562,30.3,82,0.59,22,1.51,0
Monsoon,920,23.9,97,0.57,2,1.78,0
Pre-Monsoon,524,29.6,71,0.14,20,1.18,0
Monsoon,501,28.3,96,0.88,14,1.02,0
Pre-Monsoon,548,31.0,84,0.38,15,2.37,0
Monsoon,573,22.8,90,0.69,7,2.49,0
Monsoon,849,28.9,95,0.95,23,1.4,0
Monsoon,301,24.9,93,0.88,21,2.21,0
Pre-Monsoon,544,29.0,83,0.6,16,2.01,0
Monsoon,837,25.7,95,0.57,18,2.69,0
Winter,419,18.9,75,0.01,20,2.85,0
